trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,merch_zipcode,is_fraud
2025-06-22 18:06:17,2748097864470126,merchant_7855,gas_transport,41.75,Michael,Martinez,F,2327 Elm St,City_25,PA,19613,27.4706,-106.4771,196847,Doctor,1984-01-26,00002a717d02ee66c54db68fa2d93ca9,1750615577,28.8538,-113.4647,23306,0
2025-06-20 01:25:16,2003992494774722,merchant_5626,entertainment,1964.23,David,Jones,F,2700 Cedar St,City_37,GA,16331,31.7084,-101.4103,117837,Consultant,1992-06-20,000014ff0e70a9c0cee96d0c91057739,1750382716,27.6594,-114.6855,39914,1
2025-07-02 05:09:05,9251313865658574,merchant_7355,grocery_pos,679.27,Robert,Davis,M,3945 Pine St,City_86,IL,11875,34.1648,-73.9071,374822,Doctor,1987-01-19,000024735742b3084e756bf2a3e2bb73,1751432945,41.7228,-100.2485,41202,0
2025-06-19 23:02:03,6306884337451552,merchant_2150,misc_pos,905.83,Jane,Brown,M,8805 Pine St,City_82,FL,14717,38.1054,-93.0499,226131,Engineer,1986-12-09,0000126980a95aca2e6bff540f71e79f,1750374123,43.2408,-90.8466,57789,0
2025-06-28 10:17:39,7787243536053402,merchant_3709,grocery_net,278.14,Sarah,Williams,M,452 Main St,City_83,IL,88908,32.6245,-72.9825,17838,Doctor,1976-06-06,0000179a29e53e4f75d388924c3265cf,1751105859,42.5468,-111.0601,85461,0
2025-06-13 17:59:43,6587468295998128,merchant_5777,misc_net,1450.92,John,Miller,M,7734 Oak St,City_78,NC,15477,40.6768,-120.926,361530,Analyst,1962-02-15,0000114dae32bc173012b45e67dc9aa2,1749837583,32.8309,-81.2837,72817,1
2025-07-01 23:49:52,7329472302146461,merchant_3060,grocery_net,319.67,John,Martinez,F,6560 Elm St,City_73,OH,25583,33.3963,-67.349,100280,Artist,1973-07-21,00000ce2588fde5d879641aa1d831e21,1751413792,39.5119,-101.2774,61005,0
2025-06-15 06:19:25,7663849297854727,merchant_8436,entertainment,88.36,Lisa,Garcia,F,6303 Cedar St,City_95,IL,53759,38.4966,-98.2966,334751,Designer,1994-03-27,000030f98cf3fad250839657acd19527,1749968365,46.6252,-120.179,37141,0
2025-07-12 16:37:53,7674567856991009,merchant_2842,misc_net,572.6,Michael,Smith,M,318 Oak St,City_76,CA,90737,33.2585,-88.5018,219405,Consultant,1957-11-07,00002e041b55a9a1890c45fc4bea4a00,1752338273,44.8445,-108.8673,46626,0
2025-07-04 12:52:07,4589605426495779,merchant_4525,grocery_net,968.71,Robert,Johnson,F,5104 Pine St,City_50,NY,47906,40.2102,-87.2112,5247,Engineer,1996-09-20,000022d54414b6f26db760c7ddbf6bae,1751633527,44.4934,-72.7467,59596,0
2025-06-21 17:23:52,6278167224183758,merchant_3560,grocery_net,502.19,Chris,Davis,F,611 Oak St,City_33,NC,56804,38.3292,-115.4141,342319,Developer,1985-03-20,00002aea3e7365620a43e80d9ce7a9a9,1750526632,36.4897,-99.7192,83650,0
2025-07-01 05:36:26,5748155017311736,merchant_3022,misc_pos,432.67,John,Martinez,F,3937 Oak St,City_80,IL,20231,48.8117,-75.4946,96181,Designer,1998-10-10,00000c41920713082fca196cbc290b17,1751348186,40.582,-95.9673,80609,0
2025-07-04 14:50:35,5048681256026083,merchant_7295,misc_pos,516.23,John,Rodriguez,F,7368 Elm St,City_6,MI,70917,39.9149,-87.4773,457966,Analyst,1985-09-24,00001ab5826eb3b390425d854eb1103b,1751640635,27.8677,-106.538,16906,0
2025-07-13 13:27:54,5442355477560718,merchant_6307,grocery_pos,976.82,Lisa,Jones,M,8067 Cedar St,City_84,TX,35968,36.5604,-75.7401,207749,Teacher,1974-10-27,00002726a2341b5715b82040e4d2ea3f,1752413274,38.588,-105.3548,42736,0
2025-06-17 08:07:56,1057655972348657,merchant_4158,grocery_net,557.84,John,Rodriguez,M,9404 Elm St,City_91,CA,74784,47.4176,-89.6608,469035,Teacher,1994-01-02,0000204ae93e029b4d3f5a4008a5f384,1750147676,28.5997,-87.5555,37777,0
2025-06-29 20:32:49,4676360930047169,merchant_6494,entertainment,549.52,Jane,Smith,F,1042 Elm St,City_2,NY,85703,28.3915,-101.3789,32988,Doctor,1986-01-07,0000237ae3696a322587f18b90c5c33a,1751229169,26.8794,-124.7361,85372,0
2025-07-04 00:17:54,5881150528035598,merchant_1220,misc_net,273.79,Robert,Jones,F,2046 Cedar St,City_43,FL,12304,25.0463,-96.3991,278754,Artist,1952-02-06,0000072d6ec1f70b4c0aa0c9ad6356fd,1751588274,25.8607,-84.3255,72901,0
2025-06-30 16:25:51,2559378810699328,merchant_6404,misc_net,863.6,Amy,Davis,F,7237 Pine St,City_19,NY,22830,25.0064,-87.7132,139670,Lawyer,1993-01-27,00001b0399d37e10476b3077a85394f5,1751300751,29.9187,-81.6985,38119,0
2025-06-22 16:06:37,4499528368165532,merchant_2713,entertainment,215.8,Robert,Johnson,F,1183 Pine St,City_62,OH,79863,35.7594,-97.2467,495702,Doctor,1955-12-11,0000084e1e3033262ef1738dd115c5d8,1750608397,38.4377,-74.2242,28914,0
2025-07-02 03:50:15,9278949234279060,merchant_2029,gas_transport,627.95,Sarah,Jones,F,1857 Elm St,City_94,IL,43933,45.7846,-91.2904,38588,Consultant,1981-03-01,0000232b30fafba7c59cf172bf8a7dcd,1751428215,31.0136,-93.5746,15370,0
2025-06-25 02:08:45,9794649125810449,merchant_4381,gas_transport,784.57,John,Jones,M,6065 Pine St,City_50,OH,80518,39.1802,-66.5238,472503,Doctor,1997-06-14,00001eece6fc972ba7cedecebb8230fb,1750817325,32.7944,-92.3681,20849,0
2025-07-11 19:30:48,9847451526096197,merchant_5621,entertainment,909.57,Lisa,Miller,M,3420 Main St,City_55,TX,77929,46.9151,-73.9474,163236,Teacher,1972-03-05,000020162e3fa8403b6f0f3393032523,1752262248,33.6961,-89.9366,44003,0
2025-06-30 03:55:10,9894437158739875,merchant_7755,grocery_net,184.63,Michael,Garcia,M,4690 Main St,City_29,IL,25377,45.547,-66.8704,207034,Consultant,1953-02-21,00001cc4946ab4f9cbceae3e33f26232,1751255710,31.4548,-67.9012,52166,0
2025-06-24 04:01:18,8533196460155093,merchant_9430,gas_transport,54.26,Robert,Jones,M,9062 Oak St,City_30,GA,13438,36.1959,-66.9132,4647,Designer,1990-08-21,000009dd1b0cf48f2a173b74401f4d51,1750737678,33.0349,-87.8053,64600,0
2025-07-14 05:13:34,6497706053139830,merchant_3605,entertainment,595.69,Chris,Williams,M,4079 Main St,City_13,CA,49611,39.2218,-122.9659,68200,Lawyer,1995-12-10,00001982bb2a4d8e7ecc1850d7a9cac1,1752470014,44.5684,-116.9859,52471,0
2025-06-18 14:01:32,2494360460651656,merchant_9879,grocery_net,920.19,John,Garcia,F,2298 Main St,City_50,NY,75536,30.4297,-123.2479,203680,Doctor,1958-05-12,0000100684a9a37ffbd79f0e37f44fb7,1750255292,44.9901,-105.8026,98139,0
2025-06-22 17:18:04,4410650384648409,merchant_4805,gas_transport,512.73,Amy,Williams,M,2690 Main St,City_11,GA,97319,29.3903,-99.4399,196110,Developer,1980-07-13,00002a9efd921a7be76f6cc518c2d0b7,1750612684,33.5006,-77.2787,65283,0
2025-07-13 02:06:47,9941050308625697,merchant_4457,misc_net,87.06,Lisa,Garcia,F,8094 Pine St,City_39,TX,52065,36.2855,-118.612,250314,Analyst,1958-09-15,0000302f76c08b9e21b55cdce07aa073,1752372407,37.0963,-114.3875,50870,0
2025-07-12 14:06:10,2270915736054237,merchant_1576,grocery_pos,166.65,John,Jones,M,5637 Main St,City_37,PA,30641,27.3715,-77.6902,201693,Analyst,1998-04-20,00001e030c833bdc6b663c2fc4358ca2,1752329170,27.3841,-70.4752,51087,0
2025-07-01 08:08:26,8880211691968810,merchant_8143,misc_net,514.58,Jane,Miller,M,5747 Oak St,City_10,FL,75500,39.3134,-77.429,261502,Lawyer,1967-03-28,0000061565157deb176e516b0ccb9287,1751357306,44.7465,-68.3279,99738,0
2025-06-30 09:14:55,3502383423777461,merchant_1688,grocery_net,535.1,Lisa,Martinez,M,6803 Cedar St,City_5,MI,62782,44.3651,-88.9823,52453,Doctor,1980-12-19,0000275377e17c829abf0923b430c1c7,1751274895,42.0179,-80.7602,79599,0
2025-07-05 18:41:44,2787806827704089,merchant_3101,entertainment,797.33,Sarah,Rodriguez,M,3870 Pine St,City_49,FL,60465,40.6799,-120.5312,446993,Manager,1986-12-01,00001611a4413106282b88354688fa92,1751740904,43.5219,-91.5058,29715,0
2025-06-17 16:08:39,2125902681554586,merchant_8591,misc_pos,477.15,Emma,Garcia,M,1222 Pine St,City_98,NY,30726,26.1135,-100.6131,384087,Analyst,1998-05-25,000012436f480d94a8e25638590f6098,1750176519,28.7074,-79.3652,59302,0
2025-06-19 11:51:42,4170631980915732,merchant_6137,grocery_net,854.78,Lisa,Rodriguez,F,5570 Pine St,City_75,IL,32175,43.4596,-119.9393,53388,Designer,1966-11-02,00002f6d210fe882a05fb1a86a32c026,1750333902,48.6196,-72.5281,13675,0
2025-07-14 04:01:35,5320468946334781,merchant_5946,misc_pos,684.02,Michael,Davis,M,6160 Oak St,City_99,IL,14840,40.8236,-105.0836,13469,Designer,1959-12-27,0000094cd64e4ae9d2da4291272314de,1752465695,47.38,-101.3411,94809,0
2025-06-20 01:37:26,6829447402095519,merchant_2285,grocery_net,742.47,Lisa,Johnson,F,4895 Pine St,City_67,IL,24746,29.6999,-75.3658,323891,Consultant,1962-01-06,0000081db127decac6c70b8b4a7ecc83,1750383446,31.6844,-84.6441,39588,0
2025-07-13 20:30:21,4740052515117446,merchant_4238,gas_transport,827.91,Emma,Garcia,F,5188 Oak St,City_49,GA,85909,36.449,-115.0845,486391,Consultant,1991-08-02,00001df9d522b80d4e65e54f64a5dbb9,1752438621,30.9027,-103.5254,16480,0
2025-07-10 08:47:19,2974465379189902,merchant_3530,grocery_net,873.99,John,Brown,F,4556 Elm St,City_50,PA,41844,36.9481,-78.9559,225716,Analyst,1957-09-15,000016d9f104873e93a652704f761e9f,1752137239,27.8421,-121.9821,48918,0
2025-07-08 18:07:37,2504959357626956,merchant_3968,gas_transport,723.42,Amy,Jones,M,622 Cedar St,City_88,PA,51947,38.8255,-86.1338,164647,Engineer,1998-08-06,00002378bf9f80a909aa554ac5a29419,1751998057,44.0861,-108.6167,35433,0
2025-06-18 06:12:57,9892826758438637,merchant_9174,gas_transport,377.77,David,Williams,M,7789 Pine St,City_36,IL,42377,29.2639,-68.1729,334508,Manager,1980-09-03,000016ca3966809ef11e39e7dcbe67cc,1750227177,42.3813,-103.4104,44968,0
2025-06-16 02:23:48,7040597087851023,merchant_4587,misc_pos,292.41,David,Rodriguez,F,484 Pine St,City_69,IL,24427,32.1115,-83.5576,110157,Engineer,1950-11-28,000015d7cb9576140ebb624d90a006c3,1750040628,42.0988,-111.2082,50714,0
2025-06-26 00:07:11,9126895946294754,merchant_4265,misc_net,11.57,Amy,Martinez,M,6426 Main St,City_28,TX,53664,35.6567,-102.9827,227824,Artist,1965-02-03,00001b6dd89d0bb95e954b921c5ea36a,1750896431,44.8873,-88.7735,27809,0
2025-06-19 05:07:24,3342642037910756,merchant_8504,grocery_net,503.04,Amy,Garcia,F,916 Elm St,City_9,TX,50072,38.9844,-108.7869,223599,Teacher,1972-12-22,00002b5effdf1675a21eaf42d0dcb944,1750309644,25.604,-103.0737,24125,0
2025-07-08 13:12:07,6554710992350877,merchant_7845,entertainment,486.32,Emma,Davis,M,8788 Pine St,City_51,PA,48440,37.6539,-68.3371,332218,Doctor,1958-07-25,00001881bc0b2685cf63c40dabac653b,1751980327,35.3477,-73.9002,75979,0
2025-06-17 10:11:55,2986449758049520,merchant_4427,gas_transport,215.35,Lisa,Jones,M,974 Cedar St,City_87,OH,91120,37.5584,-109.4787,463500,Teacher,1991-09-01,00001e5701189295526d2da1ec49cb1b,1750155115,35.5042,-101.3323,80222,0
2025-07-09 06:11:48,1945698592475452,merchant_5476,entertainment,43.6,Michael,Rodriguez,F,399 Cedar St,City_94,GA,24834,42.5698,-112.6322,408551,Artist,1984-01-07,000010d142181675f20c2dd50af1b20c,1752041508,31.1033,-117.4949,20281,0
2025-06-17 09:42:13,3090164339044048,merchant_7231,entertainment,561.28,Robert,Rodriguez,M,1892 Elm St,City_31,MI,82516,33.7475,-97.2552,210236,Engineer,1976-11-03,00002d2c43ce24de78e51acae18494e9,1750153333,34.1702,-124.9586,92024,0
2025-06-28 13:32:54,9564963903167017,merchant_7687,grocery_pos,375.88,Sarah,Miller,M,4283 Oak St,City_86,NY,36853,38.4581,-74.5479,194425,Engineer,1962-07-09,00001cee7faa523f86da2b4117f11422,1751117574,37.5094,-108.4957,26756,0
2025-06-25 05:54:45,7822006869256748,merchant_3730,gas_transport,378.84,Emma,Brown,F,3223 Cedar St,City_42,CA,17084,46.561,-121.5154,299052,Artist,1976-08-07,0000218e286a7a0dbb7b8afa07d5a2c1,1750830885,26.8435,-114.5844,27868,0
2025-07-10 16:23:22,4574528149023054,merchant_7848,misc_pos,519.64,John,Brown,M,4508 Oak St,City_84,NC,45632,26.5159,-70.1507,269452,Consultant,1991-07-18,00000ebccb7e4a70507cb1ba864b1465,1752164602,26.4362,-107.0245,86040,0
2025-07-01 23:01:06,3555834052834287,merchant_2326,grocery_pos,643.21,Amy,Smith,M,6564 Elm St,City_17,GA,43561,32.9518,-109.4702,417632,Developer,1984-09-10,00001ed691f4a340697d9ef4ce626397,1751410866,44.5535,-108.4295,33362,0
2025-06-23 03:42:17,7728733318093793,merchant_9582,entertainment,64.31,Emma,Rodriguez,F,456 Pine St,City_71,TX,22165,39.1582,-106.5935,143778,Artist,1989-04-28,00001d0b5d672f2fc5505e998cc680cb,1750650137,35.3966,-86.1191,62861,0
2025-07-01 10:02:33,5128959047677384,merchant_8845,grocery_pos,7.4,Emma,Martinez,F,1796 Oak St,City_11,FL,49829,44.836,-117.5708,158010,Artist,1954-07-12,00002d019feb4d2ee013762931de5a8b,1751364153,32.4191,-89.2645,21132,0
2025-07-05 20:12:56,9994801103014399,merchant_6214,misc_pos,1809.29,Amy,Smith,F,1969 Main St,City_96,NC,61621,29.799,-118.7719,433635,Doctor,1994-06-04,0000112c9d06a55b0e8213c725532d14,1751746376,39.0785,-107.8453,45975,1
2025-06-27 08:52:56,9049153203281216,merchant_6730,gas_transport,687.63,Sarah,Rodriguez,M,5285 Main St,City_20,GA,71081,26.7818,-111.3452,467589,Doctor,1960-10-15,0000260850c635f24e053db4d082697a,1751014376,33.7185,-84.0294,26721,0
2025-06-14 19:47:48,2360652758113006,merchant_2378,grocery_net,233.11,Michael,Johnson,M,4969 Pine St,City_81,TX,38252,48.7372,-101.1952,362397,Developer,1988-07-04,00000f3dcdac2815e85b3b15c1b7534d,1749930468,48.4864,-72.5704,58827,0
2025-06-19 19:29:16,4088357712865678,merchant_7615,misc_net,301.41,Emma,Smith,F,1848 Oak St,City_12,OH,35438,46.0736,-97.4207,11518,Engineer,1961-10-06,00002eee0d9379a97bd66886fa4f7fd3,1750361356,44.0084,-110.1894,97773,0
2025-06-16 01:26:40,7914031746048146,merchant_6657,grocery_pos,952.58,Emma,Williams,F,4605 Pine St,City_76,CA,40512,36.6324,-124.792,408628,Engineer,1950-04-07,00001fdce864d96eb336b2845edb1279,1750037200,46.6876,-69.7114,22377,0
2025-06-18 01:47:14,8784767036939094,merchant_1002,misc_pos,877.62,Chris,Davis,M,9139 Pine St,City_6,TX,17897,39.3377,-90.0816,3742,Doctor,1995-01-22,000012b5df2ee63dd28fa1c40c0a19ea,1750211234,33.9471,-79.07,67093,0
2025-06-30 18:14:17,1646262106613594,merchant_1461,grocery_net,735.88,David,Johnson,M,4565 Cedar St,City_19,PA,78575,25.7598,-77.7741,274579,Consultant,1993-10-27,00001f9d33c873dede91193f0b627fac,1751307257,48.8021,-102.5806,50780,0
2025-06-18 05:05:55,1959163803120037,merchant_2635,grocery_net,835.6,John,Johnson,F,5149 Pine St,City_29,NY,41617,46.9902,-72.7701,205264,Lawyer,1954-05-06,00000f40fa620df9de5bd9d2a5b88bed,1750223155,40.7447,-77.4983,57467,0
2025-06-23 20:51:04,8267539620434597,merchant_5109,misc_pos,1286.57,Amy,Brown,M,4166 Oak St,City_33,NY,63875,45.1188,-81.2179,1854,Analyst,1966-06-12,00000d8526949a1f6d078bce9abf6d78,1750711864,40.6703,-119.218,69749,1
2025-07-01 22:34:52,9115837074511528,merchant_3406,misc_net,79.37,Sarah,Williams,F,1998 Elm St,City_63,FL,25617,33.5199,-95.1847,141906,Artist,1964-11-08,000030229badd7f0b7be04ec2643cba7,1751409292,39.9652,-118.3396,86327,0
2025-07-06 02:36:48,7394280800424317,merchant_2677,misc_net,46.39,Jane,Brown,M,5966 Oak St,City_93,OH,58271,27.8314,-86.1454,89019,Manager,1969-02-08,000010bd9115ef938900d0043b19ac39,1751769408,26.1759,-116.0232,37539,0
2025-06-18 14:06:43,1725177136594158,merchant_9769,gas_transport,775.67,Michael,Jones,F,5472 Main St,City_84,NC,13288,37.0879,-91.1231,154089,Consultant,1951-05-17,00002bd233848d55e2e905a731a0deb1,1750255603,36.8876,-109.0854,47304,0
2025-06-15 20:39:11,3299681730848455,merchant_5517,grocery_pos,769.85,Sarah,Johnson,M,3029 Cedar St,City_4,IL,61261,35.7479,-91.4412,361686,Manager,1971-11-27,000025170412c4451b15dc39cf572c88,1750019951,30.7932,-97.6493,65089,0
2025-07-02 11:49:07,6509319905967646,merchant_6565,misc_net,103.46,Sarah,Miller,F,3237 Oak St,City_13,NY,30167,30.7714,-85.5103,1040,Engineer,2000-10-12,000022da5cb5273a5a924763b6e4c7d2,1751456947,42.6862,-94.4309,11540,0
2025-07-14 08:49:11,5732388207683529,merchant_7291,misc_pos,5.77,Jane,Miller,M,6310 Main St,City_21,NC,71658,34.8027,-116.0922,377431,Lawyer,1986-09-24,000011669f0dbac025f76177839c05f5,1752482951,25.794,-115.011,62533,0
2025-07-03 03:01:18,9959329025102258,merchant_8785,misc_pos,520.25,Michael,Smith,F,2880 Main St,City_13,NC,17074,35.2319,-117.5519,93252,Consultant,1980-06-27,000005bea981f3342a2fa0224859e47d,1751511678,34.4549,-67.351,41368,0
2025-06-29 17:11:20,1214351017728468,merchant_3544,grocery_net,307.38,Lisa,Jones,F,1209 Main St,City_24,OH,76543,41.523,-67.0741,340396,Engineer,1975-09-10,00002b1f7fecb250cf3b67a6f3b75b67,1751217080,28.5304,-83.9304,78343,0
2025-06-16 23:52:41,9418694312273792,merchant_2247,grocery_pos,847.0,Emma,Johnson,F,7111 Elm St,City_44,MI,64830,32.6178,-106.1659,127611,Teacher,1998-01-12,0000294ee78afce4b4bcad30fecbbddd,1750117961,26.8265,-87.8795,23524,0
2025-06-26 01:57:26,7535042884969436,merchant_4714,misc_pos,1420.71,Jane,Williams,M,8101 Pine St,City_6,IL,86448,40.8951,-89.0167,63074,Manager,1985-05-06,00001e6619b454a1a0ad77949e06aaf7,1750903046,47.4161,-105.3203,10707,1
2025-07-06 19:55:03,1888842496880421,merchant_7452,misc_net,582.34,Chris,Johnson,M,3637 Cedar St,City_9,FL,44257,26.3801,-87.052,455265,Analyst,1955-01-19,000028149546147e94bb1b9473efb798,1751831703,38.5712,-94.3888,95023,0
2025-07-09 03:31:54,8396452903990142,merchant_4089,misc_pos,878.16,John,Jones,M,6715 Elm St,City_71,NY,44084,30.6887,-112.1547,68425,Lawyer,1971-10-19,00001d48f78b113c03153b91fef05103,1752031914,29.2887,-100.6219,43543,0
2025-06-20 22:39:44,1788954223896773,merchant_7592,gas_transport,985.35,David,Miller,F,6984 Pine St,City_40,NC,11965,25.2865,-72.7151,147523,Artist,1970-06-24,000019b4efe7efc16a71e7fb0c48d49b,1750459184,42.3508,-77.4308,44419,0
2025-06-27 18:55:20,4296078408932788,merchant_3084,gas_transport,135.12,Chris,Miller,M,7446 Main St,City_100,GA,94800,35.6739,-71.8216,485834,Analyst,1958-08-09,0000205a2c9b4cdfc89bb1b2b1cc2f27,1751050520,43.6096,-97.1056,27673,0
2025-07-12 07:50:07,5509992819672662,merchant_2384,misc_net,340.47,Emma,Smith,M,1394 Elm St,City_40,FL,38113,42.1584,-76.9011,10193,Developer,1951-02-05,00002245893b75d8689a95e04753d207,1752306607,40.3189,-92.3358,69993,0
2025-07-07 08:50:46,4766989162788514,merchant_1370,grocery_pos,868.82,Sarah,Brown,F,2687 Elm St,City_99,GA,42282,32.4992,-72.9535,273008,Engineer,1985-07-16,0000172d494e62230694a9ae20ebde52,1751878246,44.9575,-111.3013,34070,0
2025-07-10 00:13:53,5865645090930665,merchant_3448,misc_net,165.78,John,Martinez,M,1385 Cedar St,City_22,NC,63173,42.3224,-105.5797,400554,Developer,1992-04-08,00000ae697d05b80340eae8453e542e6,1752106433,38.9692,-71.4294,74612,0
2025-07-05 00:56:16,7398499088844830,merchant_4246,entertainment,996.17,Jane,Johnson,M,4902 Main St,City_7,OH,84303,45.6305,-82.0849,499803,Artist,1983-11-04,0000233ff198a0e696037422be5c8c1f,1751676976,31.6934,-78.3577,86174,0
2025-06-19 22:41:14,5674029673431431,merchant_2386,gas_transport,657.58,Emma,Martinez,M,1390 Oak St,City_41,TX,69581,26.9469,-76.5632,281557,Lawyer,2000-04-09,00002f103800882408b8aace13992fe2,1750372874,48.7461,-115.4132,43137,0
2025-07-11 17:10:46,9507727362219902,merchant_7264,gas_transport,468.54,Jane,Garcia,M,5044 Pine St,City_31,GA,39534,25.5706,-68.4386,367412,Doctor,1997-07-09,00002cde40075bed5b57e82cf178b0b2,1752253846,37.8156,-67.9278,73123,0
2025-06-27 07:05:42,4051097271726069,merchant_9820,grocery_net,890.92,Sarah,Davis,F,840 Elm St,City_45,OH,86624,33.3157,-122.3832,162777,Lawyer,1960-01-16,00001f0451732b1b5afd99f8c1f43ce3,1751007942,36.0028,-118.211,11081,0
2025-06-28 10:52:20,1426787654584109,merchant_6988,grocery_pos,45.12,Michael,Smith,F,9818 Oak St,City_48,GA,87981,43.2075,-80.9754,437220,Analyst,1996-05-23,00001b1d931e80e2911f48ff8627acd8,1751107940,27.5961,-116.0276,51212,0
2025-06-14 20:57:45,7877400203693287,merchant_7042,gas_transport,818.55,Lisa,Brown,F,2468 Cedar St,City_58,TX,78592,45.8974,-98.7899,168296,Analyst,1959-01-01,00000ccfaa9501e798fed03b476f06ee,1749934665,42.4215,-89.6384,80932,0
2025-07-07 23:51:12,3449548382174711,merchant_7142,grocery_pos,336.02,Robert,Garcia,F,3379 Oak St,City_73,CA,38347,43.9116,-94.5078,315001,Lawyer,1999-11-24,000024d2daec9269f707f70619aa1803,1751932272,29.4427,-108.9855,59245,0
2025-06-13 13:01:00,7881229227678401,merchant_5221,misc_pos,206.37,John,Jones,F,4847 Elm St,City_58,PA,50907,26.1639,-120.6122,369286,Manager,1968-04-12,000027a76ca1cb7005c855a164390e4d,1749819660,41.6055,-124.7652,19234,0
2025-06-27 16:05:09,7544017263736168,merchant_2703,grocery_pos,884.89,John,Smith,F,5575 Elm St,City_84,NY,60935,32.9725,-112.4981,357298,Teacher,1961-08-27,000012c2985efb5ff2145cb7d8aea2cf,1751040309,31.9138,-72.7304,54102,0
2025-06-27 11:26:49,8133153622578758,merchant_8384,gas_transport,327.24,Jane,Jones,M,6917 Cedar St,City_33,FL,12864,34.0356,-78.5046,322858,Designer,1959-02-17,0000238cfeb1f4b03e7798f5e515ddd6,1751023609,37.2747,-102.4274,19589,0
2025-07-03 06:37:05,4512092444049579,merchant_7956,misc_pos,361.78,Emma,Miller,M,5252 Pine St,City_99,IL,20519,29.1804,-122.6631,277804,Analyst,1958-03-12,000015c795b33fb837a7dab35e6c6e6f,1751524625,34.446,-108.7151,55959,0
2025-06-22 15:33:02,6949723636292307,merchant_2627,entertainment,354.98,David,Rodriguez,F,3578 Oak St,City_73,OH,27978,32.0926,-84.5686,487622,Doctor,1958-05-17,00002c9861bcef60ec9208a95c811f3c,1750606382,29.0852,-91.0955,74671,0
2025-06-19 10:23:46,6358350054949871,merchant_7400,entertainment,305.51,Emma,Smith,F,684 Oak St,City_35,PA,66881,33.982,-115.8926,82574,Developer,1953-08-28,000014522759601ce0a7fd3cbc1ae3e8,1750328626,40.991,-103.6772,55637,0
2025-07-07 01:06:23,5337187276331247,merchant_9023,grocery_net,489.36,Sarah,Jones,M,842 Cedar St,City_25,GA,68273,42.4484,-87.8976,180498,Lawyer,1955-01-11,000007da8a73ba814f39dd4aa904c39c,1751850383,28.7394,-120.5746,24387,0
2025-06-20 14:59:14,9502215906136887,merchant_1561,grocery_net,69.98,David,Martinez,M,6144 Cedar St,City_70,NY,89728,38.461,-100.8272,145616,Artist,1999-09-17,000030d177b80063027db02c5bc555c8,1750431554,44.5562,-120.1208,55593,0
2025-06-26 23:07:11,4093542890303785,merchant_1639,grocery_net,93.08,Lisa,Martinez,M,7400 Cedar St,City_38,MI,35822,48.4387,-70.2871,140615,Manager,1968-02-09,00000faf7c665c413b3a13f0412956b6,1750979231,26.0038,-68.1735,43429,0
2025-06-18 07:14:14,1527847339604222,merchant_5058,misc_pos,657.19,John,Brown,F,212 Oak St,City_67,TX,39790,46.6046,-104.691,436643,Developer,1974-07-17,00002068469a39b8a74cbcad6a3fd64b,1750230854,28.7764,-98.2294,87206,0
2025-06-19 00:43:29,1902665337517519,merchant_5819,misc_net,852.11,Amy,Martinez,F,7798 Pine St,City_71,PA,73033,32.3205,-97.1196,88353,Analyst,1997-07-09,00000fd38b6456c12123156d4ef87d20,1750293809,34.0207,-111.1404,44730,0
2025-07-03 10:00:27,5287441524407903,merchant_3136,grocery_net,932.99,Amy,Garcia,F,8520 Oak St,City_73,MI,42340,32.652,-96.4121,201681,Teacher,1999-10-24,00002936f798591060661b981013aea1,1751536827,27.2249,-109.5312,47587,0
2025-06-16 06:41:07,4583574287809752,merchant_3459,grocery_net,967.91,Lisa,Jones,F,257 Cedar St,City_55,OH,33028,27.5565,-67.8432,42757,Teacher,1984-04-19,000016369bf7bd0ef362ccea583de915,1750056067,38.6733,-116.8221,11506,0
2025-07-05 14:35:13,4851709139304640,merchant_6763,entertainment,223.99,Amy,Miller,F,8098 Pine St,City_76,GA,46463,48.9972,-120.5036,16672,Developer,1961-01-22,00002c8ea4b1442082ca3f9fb3af3b1e,1751726113,32.2451,-118.5247,79187,0
2025-07-13 17:05:50,1673474299461668,merchant_1925,misc_pos,192.48,Michael,Rodriguez,F,7405 Oak St,City_97,IL,99561,40.7787,-122.8918,288666,Manager,1953-03-13,0000172debf5e9d35a322731e578e9fa,1752426350,27.497,-92.5778,86523,0
2025-06-29 00:32:02,8868582757460329,merchant_6618,entertainment,942.31,Jane,Rodriguez,F,7249 Elm St,City_77,TX,72541,42.9772,-75.8547,338354,Teacher,1981-04-19,0000220275fdc0db66464d936aa3905a,1751157122,34.6065,-79.5075,98435,0
2025-07-13 06:12:41,4453862897799014,merchant_2934,gas_transport,353.88,Robert,Johnson,F,5858 Cedar St,City_19,GA,73165,48.6566,-97.0441,108010,Artist,1979-07-23,000025d99dca8600a82e06ef2f6682e7,1752387161,38.1333,-118.0933,45344,0
2025-06-26 12:48:33,5363435738715116,merchant_4854,misc_pos,1360.75,Amy,Smith,F,419 Main St,City_78,OH,39680,48.4716,-98.0551,324906,Engineer,2000-10-03,00000831fe67cf7b3010169a461c23e1,1750942113,34.0237,-102.9771,94859,1
2025-07-02 22:23:55,8454335152889200,merchant_8995,grocery_net,132.04,Chris,Williams,F,4723 Elm St,City_56,PA,31138,30.8257,-85.5718,90386,Manager,1980-10-19,000022ec0b51cb6af952f0fbaea24f44,1751495035,41.3042,-118.1592,74310,0
